post_id,title,by,score,time,url,num_comments,category
47742790,The Closing of the Frontier,MindGods,186,1776018629,https://tanyaverma.sh/2026/04/10/closing-of-the-frontier.html,130,technology
47749497,Why do NES colors look so different in emulators? [video],JuniperMesos,8,1776070589,https://www.youtube.com/watch?v=7JupB4QHyGI,0,technology
47730712,The Problem That Built an Industry,ShaggyHotDog,147,1775916183,https://ajitem.com/blog/iron-core-part-1-the-problem-that-built-an-industry/,49,technology
47743700,European AI. A playbook to own it,hjouneau,192,1776023466,https://europe.mistral.ai/,119,technology
47738196,What have been the greatest intellectual achievements? (2017),o4c,54,1775990781,https://www.thinkingcomplete.com/2017/09/what-have-been-greatest-intellectual.html,83,technology
47694064,Every plane you see in the sky – you can now follow it from the cockpit in 3D,coolwulf,382,1775671852,https://flight-viz.com/cockpit.html?lat=40.64&lon=-73.78&alt=3000&hdg=220&spd=130&cs=DAL123,72,technology
47719968,Compute iOS XNU offset from kernel cache,tonygo,32,1775836281,https://blog.reversesociety.co/blog/2026/kernel-rw-not-enough-extract-offsets-from-xnu-kernelcaches,0,technology
47719740,1D Chess,burnt-resistor,984,1775835448,https://rowan441.github.io/1dchess/chess.html,173,technology
47734878,High-Level Rust: Getting 80% of the Benefits with 20% of the Pain,maxloh,74,1775950240,https://hamy.xyz/blog/2026-01_high-level-rust,91,technology
47731838,Keeping a Postgres Queue Healthy,tanelpoder,113,1775924648,https://planetscale.com/blog/keeping-a-postgres-queue-healthy,27,technology
47727960,Show HN: Pardonned.com – A searchable database of US Pardons,vidluther,491,1775888365,,264,technology
47732402,The APL programming language source code (2012),tosh,80,1775928850,https://computerhistory.org/blog/the-apl-programming-language-source-code/,28,technology
47729634,Now is the best time to write code by hand,nickgreg,115,1775906681,https://sitebloom.ch/writing/now-is-the-best-time-to-write-code-by-hand/,52,technology
47746577,State of Homelab 2026,swq115,95,1776044557,https://mrlokans.work/posts/state-of-homelab-2026/,87,technology
47698455,Starfling: A one-tap endless orbital slingshot game in a single HTML file,iceberger2001,619,1775699567,https://playstarfling.com,152,technology
47733561,447 TB/cm² at zero retention energy – atomic-scale memory on fluorographane,iliatoli,261,1775938126,https://zenodo.org/records/19513269,150,technology
47702890,How Passive Radar Works,surprisetalk,194,1775738124,https://www.passiveradar.com/how-passive-radar-works/,56,technology
47730407,South Korea introduces universal basic mobile data access,saikatsg,412,1775914036,https://www.theregister.com/2026/04/10/south_korea_data_access_universal/,125,technology
47727659,Productive Procrastination,maxvij,158,1775884881,https://www.maxvanijsselmuiden.nl/blog/productive-procrastination/,50,technology
47737663,Intel Xpress Resurrection: Reviving a Forgotten EISA Beast,ankitg12,26,1775986331,https://x86.fr/intel-xpress-resurrection-reviving-a-forgotten-eisa-beast/,0,technology
47733521,Dark Castle,evo_9,243,1775937719,https://darkcastle.co.uk/,33,technology
47730194,Cirrus Labs to join OpenAI,seekdeep,279,1775912494,https://cirruslabs.org/,142,technology
47735405,Software Preservation Group: C++ History Collection,quuxplusone,42,1775957065,https://softwarepreservation.computerhistory.org/c_plus_plus/,3,technology
47728653,"France's government is ditching Windows for Linux, says US tech a strategic risk",pabs3,501,1775895914,https://www.xda-developers.com/frances-government-ditching-windows-for-linux/,298,technology
47730981,"The future of everything is lies, I guess – Part 5: Annoyances",aphyr,278,1775917959,https://aphyr.com/posts/415-the-future-of-everything-is-lies-i-guess-annoyances,165,technology
47752402,Mark Zuckerberg is reportedly building an AI clone to replace him in meetings,temphaaa,38,1776090089,https://www.theverge.com/tech/910990/meta-ceo-mark-zuckerberg-ai-clone,52,technology
47687443,Volunteers turn a fan's recordings of 10K concerts into an online treasure trove,geox,385,1775639470,https://apnews.com/article/aadam-jacobs-collection-concerts-internet-archive-chicago-b1c9c4466a2db409a83523ad84b79d62,76,technology
47693559,Surelock: Deadlock-Free Mutexes for Rust,codetheweb,242,1775669779,https://notes.brooklynzelenka.com/Blog/Surelock,80,technology
47738514,"Internet outage in Iran reaches 1,008 hours",miadabdi,161,1775993896,https://mastodon.social/@netblocks/116384935123261912,113,technology
47722333,"Chimpanzees in Uganda locked in eight-year 'civil war', say researchers",neversaydie,433,1775848222,https://www.bbc.com/news/articles/cr71lkzv49po,274,technology
47697722,Previously unknown verses by Empedocles found on papyrus,danielam,84,1775692833,https://www.thehistoryblog.com/archives/75792,21,technology
47721955,"OpenClaw’s memory is unreliable, and you don’t know when it will break",sonink,163,1775846129,https://blog.nishantsoni.com/p/ive-seen-a-thousand-openclaw-deploys,178,technology
47698111,Bevy game development tutorials and in-depth resources,GenericCanadian,137,1775696327,https://taintedcoders.com/,59,technology
47724118,Installing every* Firefox extension,RohanAdwankar,675,1775858193,https://jack.cab/blog/every-firefox-extension,79,technology
47691730,I ported Mac OS X to the Nintendo Wii,blkhp19,1913,1775662800,https://bryankeller.github.io/2026/04/08/porting-mac-os-x-nintendo-wii.html,327,technology
47731506,Advanced Mac Substitute is an API-level reimplementation of 1980s-era Mac OS,zdw,263,1775921959,https://www.v68k.org/advanced-mac-substitute/,68,technology
47745300,Show HN: A social feed with no strangers,rpatni,8,1776033685,https://www.grateful.so/,3,technology
47712656,We've raised $17M to build what comes after Git,ellieh,335,1775785978,https://blog.gitbutler.com/series-a,749,technology
47700556,The Zettelkasten method in Obsidian,rkrizanovskis,113,1775721480,https://desktopcommander.app/blog/zettelkasten-obsidian/,70,technology
47721953,AI assistance when contributing to the Linux kernel,hmokiguess,514,1775846121,https://github.com/torvalds/linux/blob/master/Documentation/process/coding-assistants.rst,413,technology
47725403,Italo Calvino: A traveller in a world of uncertainty,lermontov,120,1775864887,https://www.historytoday.com/archive/portrait-author-historian/italo-calvino-traveller-world-uncertainty,21,technology
